[(0, '{id:TEST, hour:18, minute:19, day:23, month:8, year:2012, site:UoB, location:SHED, tester:SHAUN, testcode1:I0A0000011, testcode2:S121111111}')] 
[(479, '{id:3764, hour:14, minute:30, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(480, '{id:3989, hour:14, minute:31, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(481, '{id:3990, hour:14, minute:33, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(482, '{id:3991, hour:14, minute:35, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(483, '{id:3992, hour:14, minute:37, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(484, '{id:3993, hour:14, minute:38, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(485, '{id:3994, hour:14, minute:39, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(486, '{id:3995, hour:14, minute:42, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(487, '{id:3996, hour:14, minute:45, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(488, '{id:3997, hour:14, minute:47, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(489, '{id:3756, hour:14, minute:48, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(490, '{id:3998, hour:14, minute:50, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(491, '{id:3999, hour:14, minute:52, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(492, '{id:4000, hour:14, minute:53, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(493, '{id:3763, hour:14, minute:54, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(494, '{id:3793, hour:14, minute:56, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(495, '{id:4001, hour:14, minute:58, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(496, '{id:4002, hour:14, minute:59, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(497, '{id:4003, hour:15, minute:1, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(498, '{id:4004, hour:15, minute:3, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(499, '{id:4005, hour:15, minute:5, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(500, '{id:4006, hour:15, minute:7, day:5, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(501, '{id:4039, hour:10, minute:32, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(502, '{id:4040, hour:10, minute:33, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(503, '{id:4041, hour:10, minute:35, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(504, '{id:4042, hour:10, minute:36, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(505, '{id:4043, hour:10, minute:39, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(506, '{id:4044, hour:10, minute:42, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(507, '{id:4045, hour:10, minute:46, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(508, '{id:4046, hour:10, minute:48, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(509, '{id:4047, hour:10, minute:50, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(510, '{id:4048, hour:11, minute:41, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(511, '{id:3829, hour:11, minute:42, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(512, '{id:4049, hour:11, minute:44, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(513, '{id:4050, hour:11, minute:47, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(514, '{id:3758, hour:11, minute:50, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(515, '{id:3765, hour:11, minute:51, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(516, '{id:3767, hour:11, minute:53, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(517, '{id:4051, hour:11, minute:55, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(518, '{id:4052, hour:11, minute:57, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(519, '{id:4053, hour:11, minute:58, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(520, '{id:4054, hour:12, minute:0, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(521, '{id:4055, hour:12, minute:3, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(522, '{id:4056, hour:12, minute:6, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(523, '{id:4057, hour:12, minute:9, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(524, '{id:4058, hour:12, minute:11, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(525, '{id:4059, hour:12, minute:15, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(526, '{id:4060, hour:12, minute:17, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(527, '{id:4061, hour:12, minute:20, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(528, '{id:4062, hour:12, minute:21, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(529, '{id:4063, hour:12, minute:24, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(530, '{id:3754, hour:12, minute:26, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(531, '{id:4064, hour:12, minute:28, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(532, '{id:4065, hour:12, minute:29, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(533, '{id:4066, hour:12, minute:31, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(534, '{id:4067, hour:12, minute:33, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(535, '{id:3761, hour:12, minute:35, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(536, '{id:3773, hour:12, minute:41, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(537, '{id:4068, hour:12, minute:44, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(538, '{id:4070, hour:13, minute:1, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(539, '{id:4071, hour:13, minute:9, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(540, '{id:4072, hour:13, minute:11, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(541, '{id:4073, hour:13, minute:14, day:6, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(542, '{id:4074, hour:13, minute:43, day:6, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(543, '{id:4074, hour:13, minute:46, day:6, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(544, '{id:00615, hour:14, minute:28, day:6, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:IBG2006061, testcode2:S122111111}')]
[(545, '{id:4075, hour:14, minute:50, day:6, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(546, '{id:4076, hour:14, minute:59, day:6, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(547, '{id:4077, hour:15, minute:1, day:6, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(548, '{id:4078, hour:15, minute:3, day:6, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(549, '{id:4079, hour:9, minute:35, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(550, '{id:4080, hour:9, minute:37, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(551, '{id:4081, hour:9, minute:38, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(552, '{id:4082, hour:9, minute:44, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(553, '{id:4083, hour:9, minute:45, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(554, '{id:4084, hour:9, minute:46, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(555, '{id:4085, hour:9, minute:52, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(556, '{id:4086, hour:9, minute:53, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(557, '{id:4087, hour:9, minute:56, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(558, '{id:4088, hour:9, minute:57, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(559, '{id:4089, hour:9, minute:59, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(560, '{id:4090, hour:10, minute:0, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(561, '{id:4091, hour:10, minute:4, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(562, '{id:4092, hour:10, minute:5, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(563, '{id:4093, hour:10, minute:6, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(564, '{id:4094, hour:10, minute:8, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(565, '{id:4095, hour:10, minute:9, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(566, '{id:4096, hour:10, minute:11, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(567, '{id:4097, hour:10, minute:13, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(568, '{id:4098, hour:10, minute:14, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(569, '{id:4099, hour:10, minute:15, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(570, '{id:4100, hour:10, minute:18, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(571, '{id:4101, hour:10, minute:20, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(572, '{id:4102, hour:10, minute:21, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(573, '{id:4103, hour:10, minute:23, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KBC70000D1, testcode2:S121111111}')]
[(574, '{id:4104, hour:10, minute:24, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(575, '{id:4105, hour:10, minute:26, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(576, '{id:4106, hour:10, minute:27, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(577, '{id:4107, hour:10, minute:28, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(578, '{id:4108, hour:10, minute:30, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(579, '{id:4109, hour:10, minute:32, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(580, '{id:4110, hour:10, minute:33, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(581, '{id:4111, hour:10, minute:35, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(582, '{id:4112, hour:10, minute:36, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(583, '{id:4113, hour:10, minute:38, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(584, '{id:4114, hour:10, minute:40, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(585, '{id:4115, hour:10, minute:41, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(586, '{id:4116, hour:10, minute:43, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(587, '{id:4117, hour:10, minute:45, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(588, '{id:4118, hour:10, minute:47, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(589, '{id:4119, hour:10, minute:49, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(590, '{id:4120, hour:10, minute:50, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(591, '{id:4121, hour:10, minute:52, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(592, '{id:4122, hour:10, minute:53, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000H1, testcode2:S121111111}')]
[(593, '{id:4123, hour:10, minute:54, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(594, '{id:3787, hour:10, minute:55, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(595, '{id:4124, hour:10, minute:56, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(596, '{id:4125, hour:10, minute:58, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(597, '{id:4126, hour:10, minute:59, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(598, '{id:4127, hour:11, minute:0, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(599, '{id:4128, hour:11, minute:2, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(600, '{id:4129, hour:11, minute:3, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(601, '{id:4130, hour:11, minute:6, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(602, '{id:4131, hour:11, minute:7, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(603, '{id:4132, hour:11, minute:8, day:7, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(604, '{id:4140, hour:9, minute:39, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(605, '{id:4133, hour:9, minute:41, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(606, '{id:4139, hour:9, minute:42, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(607, '{id:4138, hour:9, minute:43, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(608, '{id:4137, hour:9, minute:43, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(609, '{id:4136, hour:9, minute:45, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(610, '{id:4135, hour:9, minute:46, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(611, '{id:4134, hour:9, minute:46, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(612, '{id:4141, hour:9, minute:53, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(613, '{id:4142, hour:9, minute:56, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(614, '{id:3786, hour:9, minute:58, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(615, '{id:4143, hour:10, minute:0, day:8, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(616, '{id:4144, hour:11, minute:56, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(617, '{id:4145, hour:11, minute:59, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(618, '{id:3777, hour:12, minute:0, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(619, '{id:4146, hour:12, minute:1, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(620, '{id:4147, hour:12, minute:5, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(621, '{id:4148, hour:12, minute:6, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(622, '{id:4005, hour:12, minute:8, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(623, '{id:4149, hour:12, minute:11, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(624, '{id:4150, hour:12, minute:13, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(625, '{id:4151, hour:12, minute:15, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(626, '{id:4152, hour:12, minute:17, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(627, '{id:4153, hour:12, minute:19, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(628, '{id:4154, hour:12, minute:21, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(629, '{id:4155, hour:12, minute:23, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(630, '{id:4156, hour:12, minute:26, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(631, '{id:4157, hour:12, minute:29, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(632, '{id:4158, hour:12, minute:32, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(633, '{id:4159, hour:12, minute:34, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(634, '{id:00711, hour:12, minute:47, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:I1C70030D1, testcode2:S121111111}')]
[(635, '{id:4160, hour:13, minute:4, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(636, '{id:4161, hour:13, minute:6, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(637, '{id:4162, hour:13, minute:8, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(638, '{id:4163, hour:13, minute:12, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(639, '{id:4164, hour:13, minute:14, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(640, '{id:4165, hour:13, minute:16, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(641, '{id:4166, hour:13, minute:18, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KBC70000D1, testcode2:S121111111}')]
[(642, '{id:4167, hour:13, minute:20, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(643, '{id:4168, hour:13, minute:22, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(644, '{id:4169, hour:13, minute:25, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
[(645, '{id:4170, hour:13, minute:27, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:K1C7000051, testcode2:S121211111}')]
[(646, '{id:4171, hour:13, minute:29, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC70000D1, testcode2:S121311111}')]
[(647, '{id:4172, hour:13, minute:32, day:8, month:9, year:2013, site:UoB, location:DRAMA STORE, tester:DAVID, testcode1:KAC7000011, testcode2:S122111111}')]
